,rank,name,link,location,points,Total students,International students,Total faculty staff,International Students Ratio,Citations per Faculty,Employer Reputation,Employment Outcomes,Overall,International Research Network,International Faculty Ratio,Academic Reputation,Faculty Student Ratio
845,801-1000,Istanbul University,https://www.topuniversities.com/universities/istanbul-university,"Istanbul, Turkey",-,63955.0,7712.0,"2,418",17.6,5.4,15.2,29.5,,68.3,9.2,24.6,3.1
846,801-1000,Jamia Millia Islamia,https://www.topuniversities.com/universities/jamia-millia-islamia,"New Delhi, India",-,8734.0,193.0,860,2.4,15.4,3,7.3,,38.7,3.9,6.3,40.2
847,801-1000,Jordan University of Science & Technology,https://www.topuniversities.com/universities/jordan-university-science-technology,"Irbid, Jordan",-,18613.0,2265.0,"1,036",20,4.4,24.7,17.6,,54.1,8.1,16.6,15
848,801-1000,Kansas State University,https://www.topuniversities.com/universities/kansas-state-university,"Manhattan, United States",-,17599.0,1164.0,"1,173",7.5,22.6,10.5,17.9,,73,51.5,9.8,13
849,801-1000,Kasetsart University,https://www.topuniversities.com/universities/kasetsart-university,"Bangkok, Thailand",-,68618.0,370.0,"3,730",1.3,2.6,25.8,18,,44.4,6.3,23.2,6.9
850,801-1000,Kaunas University of Technology,https://www.topuniversities.com/universities/kaunas-university-technology,"Kaunas, Lithuania",-,7521.0,706.0,695,12.7,5.9,20.3,20.2,,62.2,3.3,11.1,31.2
851,801-1000,Kazakh-British Technical University,https://www.topuniversities.com/universities/kazakh-british-technical-university,"Almaty, Kazakhstan",-,3876.0,100.0,332,2.7,1.4,22.4,28.8,,7.7,11.5,11.9,25.1
852,801-1000,Khon Kaen University,https://www.topuniversities.com/universities/khon-kaen-university,"Khon Kaen, Thailand",-,31540.0,802.0,"1,916",2.6,4,17.4,3.7,,39.6,8.4,15.7,9.1
853,801-1000,King Faisal University,https://www.topuniversities.com/universities/king-faisal-university,"Hofuf, Saudi Arabia",-,29759.0,592.0,"2,015",2.2,2.2,4.8,3.9,,35.4,99.1,13.2,10.8
854,801-1000,King Mongkut's University of Technology Thonburi,https://www.topuniversities.com/universities/king-mongkuts-university-technology-thonburi,"Bangkok, Thailand",-,14062.0,359.0,990,2.7,7.2,10,4.4,,26.1,8.6,13,14.2
855,801-1000,Kyrgyz-Turkish Manas University,https://www.topuniversities.com/universities/kyrgyz-turkish-manas-university,"Bishkek, Kyrgyzstan",-,4669.0,700.0,339,29.2,1.6,7.9,1,,1.2,89.5,10.7,15.6
856,801-1000,Liverpool John Moores University,https://www.topuniversities.com/universities/liverpool-john-moores-university,"Liverpool , United Kingdom",-,23269.0,3684.0,"1,416",32.2,15.1,5.1,3.2,,80.4,48.4,9.4,9.4
857,801-1000,Lodz University of Technology,https://www.topuniversities.com/universities/lodz-university-technology,"Lodz, Poland",-,11508.0,473.0,"1,161",4.1,8,4.1,6.5,,59,3.4,5.1,39.6
858,801-1000,London Metropolitan University,https://www.topuniversities.com/universities/london-metropolitan-university,"London, United Kingdom",-,10667.0,5554.0,443,99.9,4,3.3,13.6,,14,58.1,5.3,5.7
859,801-1000,London South Bank University,https://www.topuniversities.com/universities/london-south-bank-university,"London, United Kingdom",-,14657.0,5467.0,863,95.9,5.7,3.1,8.6,,19,68.3,3,10
860,801-1000,Louisiana State University,https://www.topuniversities.com/universities/louisiana-state-university,"Baton Rouge, United States",-,31292.0,1448.0,"1,916",4.7,20.6,11,18.3,,66.9,11.1,10.2,6.8
861,801-1000,Loyola University Chicago,https://www.topuniversities.com/universities/loyola-university-chicago,"Chicago, United States",-,15572.0,617.0,"1,285",4,9.8,19.1,21,,29.5,5.8,8,22.6
862,801-1000,Lviv Polytechnic National University,https://www.topuniversities.com/universities/lviv-polytechnic-national-university,"Lviv, Ukraine",-,21062.0,283.0,"2,289",1.8,1.7,11.5,13.2,,15.8,1.7,8,47.7
863,801-1000,Manchester Metropolitan University,https://www.topuniversities.com/universities/manchester-metropolitan-university,"Manchester , United Kingdom",-,31503.0,5863.0,"1,895",43,9.1,12.4,18.2,,73.3,42.1,10.7,9.9
864,801-1000,Maynooth University,https://www.topuniversities.com/universities/maynooth-university,"Maynooth, Ireland",-,11766.0,1335.0,704,17.6,10.8,10.6,8.5,,37.7,87.7,9.8,9
865,801-1000,Mendel University in Brno,https://www.topuniversities.com/universities/mendel-university-brno,"Brno, Czechia",-,8187.0,1452.0,"1,209",39.5,3.6,6.5,10.7,,46,9.4,6.4,42.2
866,801-1000,NJSC KIMEP University,https://www.topuniversities.com/universities/njsc-kimep-university,"Almaty, Kazakhstan",-,1683.0,186.0,129,16.8,3,12.9,79,,1.8,80.6,6.2,22.8
867,801-1000,Nanjing Agricultural University,https://www.topuniversities.com/universities/nanjing-agricultural-university,"Nanjing, China (Mainland)",-,25076.0,275.0,0,1.6,46.3,1.8,2.5,,41.5,,4.8,7.9
868,801-1000,Nanjing University of Aeronautics and Astronautics,https://www.topuniversities.com/universities/nanjing-university-aeronautics-astronautics,"Nanjing, China (Mainland)",-,30178.0,1076.0,"2,129",3.6,39.7,2.7,2.4,,47.5,6.3,3.1,14.3
869,801-1000,National Chung Cheng University,https://www.topuniversities.com/universities/national-chung-cheng-university,"Minxiong Township, Taiwan",-,8620.0,420.0,699,5,5.7,19.6,6.3,,12.3,3.6,12.5,21.5
870,801-1000,"National Institute of Technology, Tiruchirappalli",https://www.topuniversities.com/universities/national-institute-technology-tiruchirappalli,"Tiruchirappalli, India",-,5515.0,126.0,408,5.4,43.1,3.3,9.5,,33.9,,2.8,16.4
871,801-1000,Nicolaus Copernicus University,https://www.topuniversities.com/universities/nicolaus-copernicus-university,"Toruń, Poland",-,20096.0,789.0,"2,134",3.9,4.5,3,5.2,,71.5,3.6,7.3,45.1
872,801-1000,Northern Borders University,https://www.topuniversities.com/universities/northern-borders-university,"Arar, Saudi Arabia",-,13924.0,769.0,"1,161",,1.9,4.3,5.3,,11,98.2,7.9,23.3
873,801-1000,Northwest Agriculture and Forestry University,https://www.topuniversities.com/universities/northwest-agriculture-forestry-university,"Yangling, China (Mainland)",-,30178.0,293.0,"2,825",1.5,21.8,1.1,2.4,,38.2,,3.1,32.3
874,801-1000,Northwest University (China),https://www.topuniversities.com/universities/northwest-university-china,"Xi'an, China (Mainland)",-,22662.0,702.0,"2,592",3.1,12.9,1.3,4,,24.5,4.2,3.1,53.8
875,801-1000,Notre Dame University-Louaize NDU,https://www.topuniversities.com/universities/notre-dame-university-louaize-ndu,"Koura, Lebanon",-,4195.0,566.0,395,24.1,3.6,12.3,11.7,,8.2,77,4.5,31.8
876,801-1000,Nottingham Trent University,https://www.topuniversities.com/universities/nottingham-trent-university,"Nottingham, United Kingdom",-,34265.0,7015.0,"2,108",50.6,6.5,20.2,10.3,,76.8,58.2,9.7,9.7
877,801-1000,Novosibirsk State Technical University,https://www.topuniversities.com/universities/novosibirsk-state-technical-university,"Novosibirsk, Russia",-,11333.0,2126.0,"1,203",43.6,1.9,7,4.2,,11.3,3.1,6.7,31.5
878,801-1000,Oklahoma State University,https://www.topuniversities.com/universities/oklahoma-state-university,"Stillwater, United States",-,21562.0,1395.0,"1,376",7.2,16.1,10.3,17.4,,60,55.8,9.3,11.7
879,801-1000,Perm State National Research University,https://www.topuniversities.com/universities/perm-state-national-research-university,"Perm, Russia",-,8695.0,527.0,895,6.6,1.5,1.6,9.4,,4.9,2,4.5,41.7
880,801-1000,Pondicherry University,https://www.topuniversities.com/universities/pondicherry-university,"Puducherry, India",-,6720.0,48.0,313,1.3,42.9,2.1,8.4,,17.2,2.9,3,5.7
881,801-1000,Pontificia Universidad Católica del Ecuador (PUCE),https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,"Quito, Ecuador",-,25209.0,299.0,"1,559",1.7,1.3,16.3,11.2,,20.2,21.7,14.9,10
882,801-1000,Pontifícia Universidade Católica de São Paulo,https://www.topuniversities.com/universities/pontifcia-universidade-catlica-de-so-paulo,"São Paulo, Brazil",-,7035.0,44.0,733,1.3,1.2,14.5,30.8,,,5.3,11.4,31.2
883,801-1000,Poznan University of Technology,https://www.topuniversities.com/universities/poznan-university-technology,"Poznan, Poland",-,13328.0,448.0,"1,272",3.4,6.4,7,5.1,,54.5,2.3,6.8,30.5
884,801-1000,Prince of Songkla University,https://www.topuniversities.com/universities/prince-songkla-university,"Hat Yai, Thailand",-,32779.0,609.0,"2,517",2.1,3.1,12.1,6.6,,47.9,4.8,18.2,17.3
885,801-1000,Princess Sumaya University for Technology,https://www.topuniversities.com/universities/princess-sumaya-university-technology,"Amman, Jordan",-,2592.0,448.0,169,37.8,4.5,12.3,89.3,,8,55,6.2,12.3
886,801-1000,Qassim University,https://www.topuniversities.com/universities/qassim-university,"Buraydah, Saudi Arabia",-,39501.0,2901.0,"4,148",8.7,1.4,1.9,3.8,,33.1,98.2,4.7,27.7
887,801-1000,"Queen Margaret University , Edinburgh",https://www.topuniversities.com/universities/queen-margaret-university-edinburgh,"Musselburgh, United Kingdom",-,4604.0,1361.0,222,82.8,15,3.7,3.2,,6.7,57.2,3.7,5.2
888,801-1000,Rhodes University,https://www.topuniversities.com/universities/rhodes-university,"Grahamstown, South Africa",-,6496.0,1103.0,512,38.2,21.5,9.8,50,,37.1,,6.7,16.3
889,801-1000,Riga Stradins University,https://www.topuniversities.com/universities/riga-stradins-university,"Riga, Latvia",-,7709.0,2399.0,593,86.5,2.2,10.2,25.7,,13.9,15.2,6.7,18.4
890,801-1000,Ritsumeikan Asia Pacific University,https://www.topuniversities.com/universities/ritsumeikan-asia-pacific-university,"Beppu City, Japan",-,5672.0,2735.0,189,99.9,2.7,10.4,8.1,,5.7,99.4,3.9,2.5
891,801-1000,Robert Gordon University,https://www.topuniversities.com/universities/robert-gordon-university,"Aberdeen, United Kingdom",-,11039.0,2821.0,531,69.8,5.1,11.9,6.3,,22.4,61.8,3.1,5.2
892,801-1000,Russian Presidential Academy of National Economy and Public Administration,https://www.topuniversities.com/universities/russian-presidential-academy-national-economy-public-administration,"Moscow, Russia",-,46791.0,1517.0,"5,195",3.3,1.2,6.4,9.3,,14.9,2.3,4.6,50.3
893,801-1000,Russian-Armenian University (RAU),https://www.topuniversities.com/universities/russian-armenian-university,"Yerevan, Armenia",-,3898.0,1021.0,240,72.6,1.4,9.2,99.6,,6.2,10,5.5,18.6
894,801-1000,Rutgers University–Newark,https://www.topuniversities.com/universities/rutgers-university-newark,"Newark, United States",-,10819.0,2326.0,764,36.1,15.4,7.2,56.8,,27.2,28.6,11,14.4
895,801-1000,Toronto Metropolitan University,https://www.topuniversities.com/universities/toronto-metropolitan-university,"Toronto, Canada",-,32129.0,1374.0,877,4.1,29,22.6,13.8,,67.8,,6.6,1.8
896,801-1000,Saint-Petersburg Mining University,https://www.topuniversities.com/universities/saint-petersburg-mining-university,"St. Petersburg, Russia",-,8438.0,1020.0,"1,750",19.7,2,3.4,4.9,,11.2,15.2,2.8,46.5
897,801-1000,Shinshu University,https://www.topuniversities.com/universities/shinshu-university,"Matsumoto City, Japan",-,10799.0,330.0,"1,041",3.1,12.5,2.6,4.1,,37.6,6.5,2.8,35
898,801-1000,Shoolini University of Biotechnology and Management Sciences,https://www.topuniversities.com/universities/shoolini-university-biotechnology-management-sciences,"Solan, India",-,3756.0,58.0,227,1.9,29.9,19.2,16.4,,22.3,13.5,6.5,9.3
899,801-1000,Slovak University of Technology in Bratislava,https://www.topuniversities.com/universities/slovak-university-technology-bratislava,"Bratislava, Slovakia",-,13108.0,375.0,"1,255",3,3.9,6.3,22,,50.6,2.3,9,37.2
900,801-1000,Sophia University,https://www.topuniversities.com/universities/sophia-university,"Tokyo, Japan",-,13305.0,1340.0,"1,055",14.3,2.4,20.2,11.4,,13.7,36.8,10.8,20
901,801-1000,South Ural State University (National Research University),https://www.topuniversities.com/universities/south-ural-state-university-national-research-university,"Chelyabinsk, Russia",-,13769.0,1587.0,"1,423",18.1,2.3,4.4,4.8,,64.9,10.8,7.6,42.1
902,801-1000,Southern Methodist University,https://www.topuniversities.com/universities/southern-methodist-university,"Dallas, United States",-,10315.0,927.0,971,12,9.8,5.4,53,,37.3,11.4,4.7,32.8
903,801-1000,Sumy State University,https://www.topuniversities.com/universities/sumy-state-university,"Sumy, Ukraine",-,8452.0,2041.0,896,64.6,2.1,3.8,15.4,,17.9,3.2,4.7,45
904,801-1000,MATE Hungarian University of Agriculture and Life Sciences,https://www.topuniversities.com/universities/mate-hungarian-university-agriculture-life-sciences,"Budapest, Hungary",-,9795.0,1550.0,"1,123",32.2,2.6,4,18.1,,52,1.7,5.2,42.8
905,801-1000,Szechenyi Istvan University (University of Gyor),https://www.topuniversities.com/universities/szechenyi-istvan-university-university-gyor,"Győr, Hungary",-,8304.0,508.0,662,6.7,1.5,17.9,20.7,,6,1.7,6.8,29.2
906,801-1000,TU Dortmund University,https://www.topuniversities.com/universities/tu-dortmund-university,"Dortmund, Germany",-,20314.0,2682.0,"2,206",23,8,8.4,5.1,,68.3,22.5,13.6,18.2
907,801-1000,Technical University of Kosice,https://www.topuniversities.com/universities/technical-university-kosice,"Košice, Slovakia",-,9036.0,1844.0,812,50.3,4.8,1.3,23.1,,39,1.8,6.3,28.9
908,801-1000,Technical University of Liberec,https://www.topuniversities.com/universities/technical-university-liberec,"Liberec, Czechia",-,5294.0,461.0,578,11.3,4.2,2.8,14,,25.8,17.8,4,48.3
909,801-1000,Technological University Dublin,https://www.topuniversities.com/universities/technological-university-dublin,"Dublin, Ireland",-,21363.0,4118.0,"1,417",45.8,3.4,14.6,13.8,,27.6,33.3,11.4,12
910,801-1000,Tecnológico de Costa Rica -TEC,https://www.topuniversities.com/universities/tecnologico-de-costa-rica-tec,"Cartago, Costa Rica",-,9842.0,215.0,799,2.4,1.4,36.7,83.7,,7.3,7.9,7.9,21.5
911,801-1000,Tokyo University of Science,https://www.topuniversities.com/universities/tokyo-university-science,"Kagurazaka, Japan",-,17644.0,676.0,"1,141",3.8,14.5,46.2,60.8,,27.7,12.5,10.8,11.2
912,801-1000,UNIVERSITY OF GDANSK,https://www.topuniversities.com/universities/university-gdansk,"Gdańsk, Poland",-,18823.0,515.0,"1,768",2.8,3.9,4.1,5.5,,71.8,5,11.3,29.9
913,801-1000,Universidad Autónoma Metropolitana (UAM),https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,"Mexico City, Mexico",-,60865.0,363.0,"2,776",1.3,2.7,17.8,4.5,,31.8,9.2,23,5.1
914,801-1000,Universidad Autónoma del Estado de Hidalgo (UAEH),https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-hidalgo-uaeh,"Pachuca, Mexico",-,26996.0,372.0,"3,042",1.8,1.4,7.7,5.2,,9.6,2.5,3.8,52
915,801-1000,Universidad Autónoma del Estado de México (UAEMex),https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,"Toluca de Lerdo, Mexico",-,69078.0,219.0,"3,214",1.1,1.5,11.2,4.1,,20.1,2,21.7,5.2
916,801-1000,Universidad Diego Portales (UDP),https://www.topuniversities.com/universities/universidad-diego-portales-udp,"Santiago, Chile",-,17781.0,483.0,"1,097",2.8,5.1,24.4,5.2,,29.6,12,14.6,9.8
917,801-1000,Universidad EAFIT,https://www.topuniversities.com/universities/universidad-eafit,"Medellin, Colombia",-,11298.0,100.0,557,1.5,2.5,49.4,22.4,,8.5,4.6,11.9,4.4
918,801-1000,Universidad Nacional Mayor de San Marcos,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,"Lima, Peru",-,32790.0,,1486,,1.3,34,9.5,,15.6,,20.3,6.3
919,801-1000,Universidad Nacional de Córdoba - UNC,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,"Córdoba, Argentina",-,119259.0,1385.0,"6,442",1.6,1.7,13,5.4,,42.3,1.5,22.5,9.4
920,801-1000,Universidad Nacional de Rosario (UNR),https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,"Rosario, Argentina",-,100435.0,6977.0,"10,707",8,1.2,9.4,4.5,,18.7,,20.1,24.6
921,801-1000,Universidad Nacional de San Luis,https://www.topuniversities.com/universities/universidad-nacional-de-san-luis,"San Luis , Argentina",-,18314.0,,3043,,1.3,2,3.9,,12,,4.1,60.4
922,801-1000,Universidad Simón Bolívar (USB),https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,"Caracas, Venezuela",-,10000.0,3.0,754,1,2.7,31.3,,,18.3,1.7,15.6,9.4
923,801-1000,Universidad Tecnológica Nacional (UTN),https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,"Buenos Aires, Argentina",-,70627.0,823.0,"8,022",1.7,1.1,27.2,4.6,,15.4,,3.7,46.8
924,801-1000,Universidad Torcuato Di Tella,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,"Buenos Aires, Argentina",-,2480.0,117.0,187,19.9,4.7,26.7,93.2,,3.7,44.2,11.3,17.4
925,801-1000,Universidad de Guadalajara (UDG),https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,"Guadalajara, Mexico",-,140348.0,415.0,"11,703",1.1,1.3,11.9,4.2,,43.9,2.7,20.3,23.3
926,801-1000,Universidad de Los Andes - (ULA) Mérida,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,"Merida, Venezuela",-,24372.0,425.0,"2,085",2,1.3,17.7,17,,13.5,1.4,14.3,20.6
927,801-1000,"Universidad de Oriente, Santiago de Cuba",https://www.topuniversities.com/universities/universidad-de-oriente-santiago-de-cuba,"Santiago de Cuba, Cuba",-,13315.0,,1473,,1.2,20.8,34,,7.6,,11.8,22.5
928,801-1000,Universidad de las Américas Puebla (UDLAP),https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,"Cholula, Mexico",-,5985.0,429.0,669,8.4,1.8,18.4,10.7,,9.3,25.9,7.5,35.4
929,801-1000,Universidad de los Andes - Chile,https://www.topuniversities.com/universities/universidad-de-los-andes-chile,"Santiago, Chile",-,9946.0,285.0,606,2.9,3.4,26.8,6.8,,14.6,12.9,13.9,9.5
930,801-1000,Universidad del Valle,https://www.topuniversities.com/universities/universidad-del-valle,"Cali, Colombia",-,33442.0,158.0,"1,891",1.2,2.2,16.9,12.7,,19.1,3,18,7.7
931,801-1000,Universidade Católica Portuguesa - UCP,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,"Lisbon, Portugal",-,11855.0,1933.0,810,16.7,5.8,12.9,29.7,,35.1,8.7,13,13.1
932,801-1000,Universidade Federal de Santa Catarina,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,"Florianópolis, Brazil",-,35163.0,578.0,"2,942",2,6.7,4.9,10.1,,54.3,4.2,19.5,20.1
933,801-1000,Universidade Federal de São Carlos (UFSCar),https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,"São Paulo, Brazil",-,16629.0,236.0,"1,265",1.8,15.9,5.3,4.2,,32.1,3,13.2,17.8
